headline
Mourinhos ord vækker opsigt efter Champions League-flop: 'Det er en fornærmelse over for fansene'
Planteæg revet væk: Nu kommer de i alle Føtex-butikker
Ledelses-Ladyens facade krakelerer: 'Problemet er at vi har en sort person og en gravid kvinde'
Kongehus-journalist forbløffet over politiet i sag om prins Henriks indlæggelse: 'Det er grotesk og absurd'
I nat: Skole i flammer - 'røgen kan ses fra to kilometers afstand'
Eksperter advarer: Derfor bør du ikke gå med ankelstrømper i kulden
Politiet var i lejligheden få timer før en 14-årig døde af en overdosis
Naboerne til pikant museum blev godt trætte af vildfarne turister: Nu går deres sjove skilt sin sejrsgang på nettet
Pingviner fandt et kamera i Antarktis: Se den nuttede video
"Se den sjove liste: Her er de ti skøreste ting, danskerne sælger lige nu"
Her er Danmarks frækkeste læge  - får 200 tilbud om dagen
Facebook chokerer brugere med spørgsmål: Er du okay med hvad?!
Billede fra Bornholm deles igen og igen - men noget er helt galt
"Spis på Reef N' Beef ved Rådhuspladsen! 6-retters sæsonfrisk menu med bl.a. krokodille, kænguru og fisk. Pris kun 269,-"
Husker du Sascha Dupont fra Hit med sangen? Hun laver noget fuldstændig andet i dag
Dansk gigant under massivt pres - bliver ramt af omfattende sparerunde
Wozniacki færdig: Taber til russer
"Politiet bankede på hos 54-årig: Opdagede, at han var tungt bevæbnet med kastestjerner, økser og sværd"
Efter de seneste stramninger: Efterlønnen kan ikke betale sig
Simon Kjær jubler over triumfen i Manchester: Vi har leveret en stor præstation!
Er du træt af kulden? Tag med til Sharm el-Sheikh med All Inclusive
Rejs med til Amalfikysten - en af verdens smukkeste kyststrækninger!
Blød eller hård? Sådan vælger du en rygvenlig madras
Så lykkedes det: Håndboldpars luksusvilla solgt i tredje forsøg efter skilsmisse
"Charlotte er alenemor til syv: 'Hvorfor skal du blande dig i, hvem jeg sover sammen med?'"
"'Ålen' om 62-årige Riskær, der skal have barn med 35 år yngre kæreste: Det er et kærligt og inderligt forhold"
"Mordet, der ryster Spanien: Otte-årige Gabriels mor havde en bøn til alle efter at have begravet sin søn"
Kommune slår rotte-alarm: 'Det vælter ind med anmeldelser'
"Få langt mere i pensionsafkast: Så stor er gevinsten for dem, der tør gamble"
"Nyt studie: Studerende bliver gladere og mindre stressede, når de nusser hunde"
Offentligt ansatte truer med arbejdsretlig sag i storkonflikt
Fyret som udenrigsminister af Trump: Her er hans første reaktion
Hollywoodstjerne taler ud om psykisk lidelse: Ser Disney-film for at dulme nerverne
Sikkerhedsekspert advarer: Brug IKKE Facebook til at logge ind på nettet
Sikkerhedseksperter advarer: Populær Facebook-leg kan være farlig - over 100.000 danskere er ramt
Brugere dybt frustreret over ny Snapchat: Sådan får du den gamle tilbage
Googles nye app kan ændre vores hverdag markant
Facebook med ny kæmpe ændring: Nu skal brugere vælge medie
Sabrina så Elliot græde på gaden: Nu har hun ændret hans liv
"Mourinho slår i bordet: Glem det, Real Madrid"
"Av for den, Harry Kane: Risikerer at gå glip af VM!"
Amerikanske elever kæmper for ændring af våbenloven: Nu får de rørende støtte fra uventet side
Rusland-ekspert om giftangreb i engelsk landsby: Man vil sende et signal til russiske spioner
Danske rocksangeres hemmelige stjernemøder: Hva' så smukke pige?
'Luksusfælden'-par skændes om overforbrug: Nu køber manden fastfood i protest
YouSee havde kæmpe nedbrud: Sådan får du dit signal tilbage
Danmarks sygehuse lammes af storkonflikt - se den præcise liste
Politiet går til kamp mod to dårlige vaner: Landsdækkende razzia sat i gang
DMI: Drastisk temperaturfald er på vej
Teen Mom-stjerne chokerer: Jeg tager nøgenbilleder med min datter
"Linse om sit nye liv i Spanien: 'Didde blev pisse sur, men skulle det komme fra hende?'"
"Tomas har fire børn med tre forskellige kvinder: 'Jeg kan godt høre, at mit liv lyder fuldstændigt sindssygt'"
Derfor har du købt blomster i dag - og overvejer en blomstret kjole
Ung mor jubler: Jeg skal giftes
